DATA,CORINTHIANS,PLACARCOR,PLACARADV,ADVERSÁRIO
13-09-87,CORINTHIANS,0,1,FLUMINENSE
18-09-87,CORINTHIANS,0,1,GOIÁS
23-09-87,CORINTHIANS,1,2,CORITIBA
27-09-87,CORINTHIANS,0,0,SANTOS
04-10-87,CORINTHIANS,0,0,SÃO PAULO
08-10-87,CORINTHIANS,1,1,CRUZEIRO
11-10-87,CORINTHIANS,1,4,VASCO DA GAMA
18-10-87,CORINTHIANS,1,0,INTERNACIONAL
25-10-87,CORINTHIANS,0,0,PALMEIRAS
28-10-87,CORINTHIANS,1,1,BAHIA
31-10-87,CORINTHIANS,2,1,SANTA CRUZ
08-11-87,CORINTHIANS,0,1,BOTAFOGO
12-11-87,CORINTHIANS,1,2,ATLÉTICO MINEIRO
15-11-87,CORINTHIANS,1,1,FLAMENGO
19-11-87,CORINTHIANS,0,1,GRÊMIO
06-12-87,CORINTHIANS,2,2,ESPORTIVO DE PASSOS
24-01-88,CORINTHIANS,1,1,CALDENSE
07-02-88,CORINTHIANS,0,0,SÃO JOSÉ (SJ EC)
11-02-88,CORINTHIANS,0,1,TAUBATÉ
21-02-88,CORINTHIANS,1,0,SANTOS
28-02-88,CORINTHIANS,2,1,SÃO PAULO
06-03-88,CORINTHIANS,1,1,NOROESTE
10-03-88,CORINTHIANS,1,2,INTERNACIONAL LIMEIRA
13-03-88,CORINTHIANS,2,0,NOVORIZONTINO (GEN)
19-03-88,CORINTHIANS,2,3,XV DE JAÚ
23-03-88,CORINTHIANS,3,0,UNIÃO SÃO JOÃO
26-03-88,CORINTHIANS,2,0,MOGI MIRIM
30-03-88,CORINTHIANS,2,0,BOTAFOGO (RIBEIRÃO PRETO)
03-04-88,CORINTHIANS,3,0,SANTOS
09-04-88,CORINTHIANS,4,2,JUVENTUS
22-04-88,CORINTHIANS,0,0,PONTE PRETA
30-04-88,CORINTHIANS,2,3,FERROVIÁRIA (ARARAQUARA)
04-05-88,CORINTHIANS,2,1,SÃO JOSÉ (SJ EC)
08-05-88,CORINTHIANS,1,0,SANTO ANDRÉ
11-05-88,CORINTHIANS,0,0,GUARANI
15-05-88,CORINTHIANS,1,1,PALMEIRAS
18-05-88,CORINTHIANS,1,1,BANDEIRANTE
22-05-88,CORINTHIANS,2,0,SÃO BENTO (SOROCABA)
30-05-88,CORINTHIANS,0,1,PORTUGUESA
05-06-88,CORINTHIANS,1,0,XV DE PIRACICABA
11-06-88,CORINTHIANS,1,1,AMÉRICA (RIO PRETO)
26-06-88,CORINTHIANS,2,2,SÃO PAULO
29-06-88,CORINTHIANS,0,0,PALMEIRAS
03-07-88,CORINTHIANS,3,2,SANTOS
10-07-88,CORINTHIANS,1,1,SÃO PAULO
13-07-88,CORINTHIANS,0,0,PALMEIRAS
17-07-88,CORINTHIANS,2,0,SANTOS
24-07-88,CORINTHIANS,1,1,GUARANI
31-07-88,CORINTHIANS,1,0,GUARANI
25-08-88,CORINTHIANS,1,1,BAHIA
28-08-88,CORINTHIANS,1,0,GRÊMIO MARINGÁ
31-08-88,CORINTHIANS,1,0,UBERLÂNDIA
04-09-88,CORINTHIANS,0,1,SÃO PAULO
07-09-88,CORINTHIANS,0,0,FLUMINENSE
11-09-88,CORINTHIANS,0,1,FLAMENGO
17-09-88,CORINTHIANS,2,1,VITÓRIA
25-09-88,CORINTHIANS,0,2,SPORT
02-10-88,CORINTHIANS,0,0,ATLÉTICO PARANAENSE
09-10-88,CORINTHIANS,0,2,PALMEIRAS
16-10-88,CORINTHIANS,0,1,ATLÉTICO MINEIRO
23-10-88,CORINTHIANS,1,1,PORTUGUESA
30-10-88,CORINTHIANS,2,2,INTERNACIONAL
06-11-88,CORINTHIANS,0,0,GOIÁS
09-11-88,CORINTHIANS,1,2,BANGU
13-11-88,CORINTHIANS,2,0,BOTAFOGO
16-11-88,CORINTHIANS,1,0,CORITIBA
20-11-88,CORINTHIANS,0,0,GRÊMIO
24-11-88,CORINTHIANS,2,0,SANTA CRUZ
27-11-88,CORINTHIANS,0,2,BAHIA
01-12-88,CORINTHIANS,3,2,AMÉRICA
04-12-88,CORINTHIANS,0,0,VASCO DA GAMA
07-12-88,CORINTHIANS,3,0,CRICIÚMA
11-12-88,CORINTHIANS,1,1,CRUZEIRO
14-12-88,CORINTHIANS,1,2,SANTOS
18-12-88,CORINTHIANS,2,2,GUARANI
29-01-89,CORINTHIANS,1,1,CALDENSE
12-02-89,CORINTHIANS,0,2,UNIÃO SÃO JOÃO
15-02-89,CORINTHIANS,1,1,RIO BRANCO
19-02-89,CORINTHIANS,0,1,NOVORIZONTINO (GEN)
26-02-89,CORINTHIANS,2,0,INTERNACIONAL LIMEIRA
02-03-89,CORINTHIANS,2,0,FERROVIÁRIA (ARARAQUARA)
05-03-89,CORINTHIANS,1,0,XV DE JAÚ
12-03-89,CORINTHIANS,4,1,XV DE PIRACICABA
23-03-89,CORINTHIANS,2,2,MOGI MIRIM
26-03-89,CORINTHIANS,1,1,AMÉRICA (RIO PRETO)
29-03-89,CORINTHIANS,2,1,UNIÃO SÃO JOÃO
02-04-89,CORINTHIANS,0,0,BOTAFOGO (RIBEIRÃO PRETO)
05-04-89,CORINTHIANS,2,0,NOROESTE
09-04-89,CORINTHIANS,1,2,GRÊMIO CATANDUVENSE
16-04-89,CORINTHIANS,0,2,PALMEIRAS
22-04-89,CORINTHIANS,0,1,SANTO ANDRÉ
01-05-89,CORINTHIANS,3,0,SÃO BENTO (SOROCABA)
04-05-89,CORINTHIANS,1,0,PORTUGUESA
07-05-89,CORINTHIANS,2,0,SÃO PAULO
11-05-89,CORINTHIANS,0,0,SANTOS
14-05-89,CORINTHIANS,1,1,JUVENTUS
17-05-89,CORINTHIANS,3,1,BRAGANTINO
21-05-89,CORINTHIANS,0,3,GUARANI
28-05-89,CORINTHIANS,0,1,SÃO JOSÉ (SJ EC)
04-06-89,CORINTHIANS,0,0,SANTOS
07-06-89,CORINTHIANS,3,1,MOGI MIRIM
11-06-89,CORINTHIANS,1,0,MOGI MIRIM
18-06-89,CORINTHIANS,3,1,SANTOS
22-06-89,CORINTHIANS,2,0,SÃO JOSÉ (SJ EC)
25-06-89,CORINTHIANS,0,3,SÃO JOSÉ (SJ EC)
09-07-89,CORINTHIANS,1,2,GRÊMIO MARINGÁ
19-07-89,CORINTHIANS,2,3,SAMPAIO CORRÊA
23-07-89,CORINTHIANS,1,0,SAMPAIO CORRÊA
27-07-89,CORINTHIANS,5,0,TIRADENTES
29-07-89,CORINTHIANS,0,1,TIRADENTES
02-08-89,CORINTHIANS,0,2,FLAMENGO
12-08-89,CORINTHIANS,4,2,FLAMENGO
27-08-89,CORINTHIANS,0,1,AMÉRICA
03-09-89,CORINTHIANS,2,0,PALMEIRAS BOA VISTA
07-09-89,CORINTHIANS,0,2,INTERNACIONAL LIMEIRA
09-09-89,CORINTHIANS,3,1,GUARANI
17-09-89,CORINTHIANS,1,0,FLAMENGO
20-09-89,CORINTHIANS,0,1,NÁUTICO
24-09-89,CORINTHIANS,2,1,SÃO PAULO
01-10-89,CORINTHIANS,2,0,VITÓRIA
04-10-89,CORINTHIANS,1,1,ATLÉTICO MINEIRO
12-10-89,CORINTHIANS,6,2,JABAQUARA (EX-HESPANHA)
15-10-89,CORINTHIANS,1,0,INTERNACIONAL
18-10-89,CORINTHIANS,1,0,ATLÉTICO PARANAENSE
22-10-89,CORINTHIANS,0,0,BOTAFOGO
29-10-89,CORINTHIANS,0,0,SANTOS
04-11-89,CORINTHIANS,0,1,CRUZEIRO
12-11-89,CORINTHIANS,1,1,GOIÁS
19-11-89,CORINTHIANS,1,1,FLUMINENSE
25-11-89,CORINTHIANS,0,3,GRÊMIO
29-11-89,CORINTHIANS,1,0,PORTUGUESA
03-12-89,CORINTHIANS,0,1,VASCO DA GAMA
10-12-89,CORINTHIANS,1,0,PALMEIRAS
14-12-89,CORINTHIANS,1,1,CORITIBA
23-01-90,CORINTHIANS,0,0,FLAMENGO (VARGINHA)
27-01-90,CORINTHIANS,0,1,NOROESTE
04-02-90,CORINTHIANS,1,0,PONTE PRETA
08-02-90,CORINTHIANS,1,1,JUVENTUS
11-02-90,CORINTHIANS,3,0,AMÉRICA (RIO PRETO)
14-02-90,CORINTHIANS,1,0,ITUANO
21-02-90,CORINTHIANS,1,0,GRÊMIO CATANDUVENSE
04-03-90,CORINTHIANS,1,1,XV DE PIRACICABA
07-03-90,CORINTHIANS,1,0,FERROVIÁRIA (ARARAQUARA)
11-03-90,CORINTHIANS,0,0,BOTAFOGO (RIBEIRÃO PRETO)
14-03-90,CORINTHIANS,1,0,XV DE JAÚ
17-03-90,CORINTHIANS,1,0,SÃO BENTO (SOROCABA)
22-03-90,CORINTHIANS,3,0,SANTO ANDRÉ
25-03-90,CORINTHIANS,1,1,BRAGANTINO
01-04-90,CORINTHIANS,0,0,PALMEIRAS
08-04-90,CORINTHIANS,0,0,SÃO PAULO
14-04-90,CORINTHIANS,1,1,MOGI MIRIM
22-04-90,CORINTHIANS,1,0,SANTOS
26-04-90,CORINTHIANS,0,0,SÃO JOSÉ (SJ EC)
29-04-90,CORINTHIANS,0,0,GUARANI
03-05-90,CORINTHIANS,1,1,INTERNACIONAL LIMEIRA
06-05-90,CORINTHIANS,1,0,NOVORIZONTINO (GEN)
09-05-90,CORINTHIANS,1,1,PORTUGUESA
12-05-90,CORINTHIANS,1,0,UNIÃO SÃO JOÃO
23-05-90,CORINTHIANS,1,2,SÃOCARLENSE
29-05-90,CORINTHIANS,1,0,SERTÃOZINHO
01-06-90,CORINTHIANS,2,1,PALMEIRAS
04-06-90,CORINTHIANS,1,1,PORTUGUESA
07-06-90,CORINTHIANS,0,0,UNIÃO MOGI
10-06-90,CORINTHIANS,4,0,SELEÇÃO ARAGUAÍNA
17-06-90,CORINTHIANS,1,0,MARÍLIA
23-06-90,CORINTHIANS,0,2,SELEÇÃO POUSO ALEGRE
27-06-90,CORINTHIANS,1,0,ITUANO
01-07-90,CORINTHIANS,0,0,MOGI MIRIM
05-07-90,CORINTHIANS,1,1,XV DE JAÚ
11-07-90,CORINTHIANS,2,2,BRAGANTINO
15-07-90,CORINTHIANS,3,1,SANTOS
21-07-90,CORINTHIANS,1,0,BOTAFOGO (RIBEIRÃO PRETO)
26-07-90,CORINTHIANS,0,0,MOGI MIRIM
28-07-90,CORINTHIANS,2,1,XV DE JAÚ
01-08-90,CORINTHIANS,1,1,ITUANO
05-08-90,CORINTHIANS,1,1,BOTAFOGO (RIBEIRÃO PRETO)
12-08-90,CORINTHIANS,0,0,SANTOS
16-08-90,CORINTHIANS,0,0,BRAGANTINO
19-08-90,CORINTHIANS,0,3,GRÊMIO
25-08-90,CORINTHIANS,0,1,CRUZEIRO
02-09-90,CORINTHIANS,0,0,VITÓRIA
09-09-90,CORINTHIANS,2,1,PALMEIRAS
16-09-90,CORINTHIANS,2,1,SÃO JOSÉ (SJ EC)
19-09-90,CORINTHIANS,1,0,FLUMINENSE
23-09-90,CORINTHIANS,1,1,SÃO PAULO
30-09-90,CORINTHIANS,1,0,INTERNACIONAL LIMEIRA
04-10-90,CORINTHIANS,2,1,FLAMENGO
07-10-90,CORINTHIANS,1,0,NÁUTICO
10-10-90,CORINTHIANS,2,2,BRAGANTINO
14-10-90,CORINTHIANS,0,0,BAHIA
21-10-90,CORINTHIANS,0,0,PORTUGUESA
24-10-90,CORINTHIANS,0,1,BOTAFOGO
28-10-90,CORINTHIANS,0,0,VASCO DA GAMA
04-11-90,CORINTHIANS,1,0,SANTOS
11-11-90,CORINTHIANS,1,3,GOIÁS
14-11-90,CORINTHIANS,3,1,ATLÉTICO MINEIRO
18-11-90,CORINTHIANS,0,3,INTERNACIONAL
24-11-90,CORINTHIANS,2,1,ATLÉTICO MINEIRO
02-12-90,CORINTHIANS,0,0,ATLÉTICO MINEIRO
06-12-90,CORINTHIANS,2,1,BAHIA
09-12-90,CORINTHIANS,0,0,BAHIA
13-12-90,CORINTHIANS,1,0,SÃO PAULO
16-12-90,CORINTHIANS,1,0,SÃO PAULO
25-01-91,CORINTHIANS,1,0,HAMBURGO
27-01-91,CORINTHIANS,1,0,FLAMENGO
30-01-91,CORINTHIANS,1,2,STUTTGART
03-02-91,CORINTHIANS,1,1,VITÓRIA
06-02-91,CORINTHIANS,0,2,BRAGANTINO
16-02-91,CORINTHIANS,2,1,BOTAFOGO
20-02-91,CORINTHIANS,1,1,FLAMENGO
24-02-91,CORINTHIANS,1,1,CRUZEIRO
27-02-91,CORINTHIANS,0,0,CONFIANÇA
02-03-91,CORINTHIANS,1,0,VASCO DA GAMA
04-03-91,CORINTHIANS,1,0,CONFIANÇA
06-03-91,CORINTHIANS,2,0,SANTOS
09-03-91,CORINTHIANS,1,1,INTERNACIONAL
12-03-91,CORINTHIANS,1,1,BELLA VISTA
15-03-91,CORINTHIANS,1,1,NACIONAL
17-03-91,CORINTHIANS,0,0,PALMEIRAS
20-03-91,CORINTHIANS,0,2,FLAMENGO
22-03-91,CORINTHIANS,3,1,CRUZEIRO
24-03-91,CORINTHIANS,1,1,ATLÉTICO PARANAENSE
29-03-91,CORINTHIANS,4,1,BELLA VISTA
31-03-91,CORINTHIANS,2,0,PORTUGUESA
02-04-91,CORINTHIANS,1,1,SPORT
05-04-91,CORINTHIANS,0,0,NACIONAL
07-04-91,CORINTHIANS,1,1,SÃO PAULO
11-04-91,CORINTHIANS,1,0,CRUZEIRO
13-04-91,CORINTHIANS,0,1,GOIÁS
17-04-91,CORINTHIANS,1,3,BOCA JUNIORS
20-04-91,CORINTHIANS,3,1,FLUMINENSE
24-04-91,CORINTHIANS,1,1,BOCA JUNIORS
27-04-91,CORINTHIANS,0,2,ATLÉTICO MINEIRO
02-05-91,CORINTHIANS,2,1,GRÊMIO
05-05-91,CORINTHIANS,3,2,FLAMENGO
08-05-91,CORINTHIANS,1,1,GRÊMIO
11-05-91,CORINTHIANS,1,1,BAHIA
16-05-91,CORINTHIANS,1,2,GRÊMIO
19-05-91,CORINTHIANS,1,0,NÁUTICO
30-05-91,CORINTHIANS,2,0,PAULISTANO SÃO ROQUE
16-06-91,CORINTHIANS,0,0,TUPÃ
23-06-91,CORINTHIANS,0,0,NOROESTE
30-06-91,CORINTHIANS,2,0,XV DE CARAGUÁ
17-07-91,CORINTHIANS,1,0,RIO BRANCO
24-07-91,CORINTHIANS,3,1,XV DE PIRACICABA
27-07-91,CORINTHIANS,0,0,AMÉRICA (RIO PRETO)
31-07-91,CORINTHIANS,1,0,XV DE JAÚ
04-08-91,CORINTHIANS,1,0,PORTUGUESA
07-08-91,CORINTHIANS,1,1,ITUANO
11-08-91,CORINTHIANS,0,0,FERROVIÁRIA (ARARAQUARA)
14-08-91,CORINTHIANS,0,1,BOTAFOGO (RIBEIRÃO PRETO)
18-08-91,CORINTHIANS,0,0,SANTOS
21-08-91,CORINTHIANS,1,1,MOGI MIRIM
24-08-91,CORINTHIANS,1,1,BRAGANTINO
01-09-91,CORINTHIANS,0,1,PALMEIRAS
04-09-91,CORINTHIANS,1,0,GUARANI
07-09-91,CORINTHIANS,2,2,NOVORIZONTINO (GEN)
15-09-91,CORINTHIANS,2,0,PORTUGUESA
19-09-91,CORINTHIANS,0,0,GUARANI
22-09-91,CORINTHIANS,1,1,AMÉRICA (RIO PRETO)
29-09-91,CORINTHIANS,0,0,SANTOS
03-10-91,CORINTHIANS,0,0,XV DE PIRACICABA
06-10-91,CORINTHIANS,1,1,NOVORIZONTINO (GEN)
09-10-91,CORINTHIANS,3,0,BRAGANTINO
13-10-91,CORINTHIANS,1,2,PALMEIRAS
17-10-91,CORINTHIANS,3,1,MOGI MIRIM
19-10-91,CORINTHIANS,0,0,FERROVIÁRIA (ARARAQUARA)
23-10-91,CORINTHIANS,4,1,ITUANO
27-10-91,CORINTHIANS,0,0,XV DE JAÚ
31-10-91,CORINTHIANS,1,0,FERROVIÁRIA (ARARAQUARA)
03-11-91,CORINTHIANS,0,0,BOTAFOGO (RIBEIRÃO PRETO)
09-11-91,CORINTHIANS,2,1,INTERNACIONAL LIMEIRA
14-11-91,CORINTHIANS,1,0,SANTO ANDRÉ
17-11-91,CORINTHIANS,2,0,PORTUGUESA
21-11-91,CORINTHIANS,2,0,SANTO ANDRÉ
27-11-91,CORINTHIANS,3,1,PORTUGUESA
30-11-91,CORINTHIANS,1,0,INTERNACIONAL LIMEIRA
08-12-91,CORINTHIANS,0,3,SÃO PAULO
15-12-91,CORINTHIANS,0,0,SÃO PAULO
26-01-92,CORINTHIANS,1,4,VASCO DA GAMA
02-02-92,CORINTHIANS,1,1,SANTOS
10-02-92,CORINTHIANS,1,0,ATLÉTICO MINEIRO
16-02-92,CORINTHIANS,2,0,NÁUTICO
19-02-92,CORINTHIANS,2,3,PORTUGUESA
22-02-92,CORINTHIANS,4,2,BOTAFOGO
07-03-92,CORINTHIANS,0,0,SPORT
12-03-92,CORINTHIANS,0,0,CRUZEIRO
18-03-92,CORINTHIANS,4,1,VOCEM
21-03-92,CORINTHIANS,2,1,PAYSANDU
25-03-92,CORINTHIANS,0,0,SÃO PAULO
29-03-92,CORINTHIANS,2,1,PALMEIRAS
06-04-92,CORINTHIANS,2,0,BAHIA
12-04-92,CORINTHIANS,1,3,FLAMENGO
14-04-92,CORINTHIANS,1,1,GRÊMIO CATANDUVENSE
18-04-92,CORINTHIANS,0,1,GUARANI
26-04-92,CORINTHIANS,1,1,INTERNACIONAL
29-04-92,CORINTHIANS,2,1,ARAÇATUBA
04-05-92,CORINTHIANS,1,1,BRAGANTINO
09-05-92,CORINTHIANS,2,4,GOIÁS
23-05-92,CORINTHIANS,1,0,FLUMINENSE
31-05-92,CORINTHIANS,1,0,ATLÉTICO PARANAENSE
07-06-92,CORINTHIANS,1,2,BRAGANTINO
10-06-92,CORINTHIANS,0,1,PALMEIRINHA
13-06-92,CORINTHIANS,0,1,BOTAFOGO
20-06-92,CORINTHIANS,3,1,CRUZEIRO
28-06-92,CORINTHIANS,3,1,CRUZEIRO
05-07-92,CORINTHIANS,1,1,BRAGANTINO
09-07-92,CORINTHIANS,0,1,BOTAFOGO
12-07-92,CORINTHIANS,1,0,BRAGANTINO
14-07-92,CORINTHIANS,3,0,AMÉRICA
18-07-92,CORINTHIANS,1,3,PORTUGUESA
25-07-92,CORINTHIANS,2,0,SÃOCARLENSE
01-08-92,CORINTHIANS,1,1,NAGOYA GRAMPUS
04-08-92,CORINTHIANS,5,1,NAGOYA GRAMPUS
08-08-92,CORINTHIANS,1,1,SANTOS
12-08-92,CORINTHIANS,5,0,ITUANO
16-08-92,CORINTHIANS,2,0,SANTO ANDRÉ
19-08-92,CORINTHIANS,1,0,INTERNACIONAL LIMEIRA
22-08-92,CORINTHIANS,0,0,NOROESTE
25-08-92,CORINTHIANS,3,0,AMÉRICA
30-08-92,CORINTHIANS,2,2,PALMEIRAS
03-09-92,CORINTHIANS,4,0,BOTAFOGO (RIBEIRÃO PRETO)
05-09-92,CORINTHIANS,0,0,GUARANI
09-09-92,CORINTHIANS,2,0,JUVENTUS
13-09-92,CORINTHIANS,0,1,SÃO PAULO
20-09-92,CORINTHIANS,1,0,SÃOCARLENSE
23-09-92,CORINTHIANS,0,0,NOROESTE
26-09-92,CORINTHIANS,1,0,BOTAFOGO (RIBEIRÃO PRETO)
30-09-92,CORINTHIANS,1,1,GUARANI
04-10-92,CORINTHIANS,0,3,SÃO PAULO
07-10-92,CORINTHIANS,2,1,ITUANO
09-10-92,CORINTHIANS,0,4,INTERNACIONAL
11-10-92,CORINTHIANS,2,0,BRAGANTINO
15-10-92,CORINTHIANS,1,0,SANTO ANDRÉ
18-10-92,CORINTHIANS,0,0,PALMEIRAS
20-10-92,CORINTHIANS,0,0,INTERNACIONAL
22-10-92,CORINTHIANS,0,2,INTERNACIONAL LIMEIRA
25-10-92,CORINTHIANS,1,3,SANTOS
28-10-92,CORINTHIANS,1,1,PORTUGUESA
31-10-92,CORINTHIANS,1,2,JUVENTUS
08-11-92,CORINTHIANS,0,1,PALMEIRAS
12-11-92,CORINTHIANS,2,2,MOGI MIRIM
15-11-92,CORINTHIANS,1,2,GUARANI
19-11-92,CORINTHIANS,3,2,MOGI MIRIM
22-11-92,CORINTHIANS,4,2,GUARANI
29-11-92,CORINTHIANS,2,1,PALMEIRAS
24-01-93,CORINTHIANS,0,1,BRAGANTINO
28-01-93,CORINTHIANS,1,0,ITUANO
31-01-93,CORINTHIANS,0,1,SANTOS
03-02-93,CORINTHIANS,4,1,NOROESTE
07-02-93,CORINTHIANS,0,3,SÃO PAULO
11-02-93,CORINTHIANS,0,0,RIO BRANCO
14-02-93,CORINTHIANS,0,2,PALMEIRAS
17-02-93,CORINTHIANS,1,1,UNIÃO SÃO JOÃO
20-02-93,CORINTHIANS,3,1,PORTUGUESA
27-02-93,CORINTHIANS,2,1,MARÍLIA
03-03-93,CORINTHIANS,5,1,GUARANI
07-03-93,CORINTHIANS,3,1,JUVENTUS
10-03-93,CORINTHIANS,0,0,MOGI MIRIM
13-03-93,CORINTHIANS,4,1,PONTE PRETA
18-03-93,CORINTHIANS,3,0,XV DE PIRACICABA
21-03-93,CORINTHIANS,5,2,SANTOS
25-03-93,CORINTHIANS,4,1,RIO BRANCO
28-03-93,CORINTHIANS,0,3,UNIÃO SÃO JOÃO
01-04-93,CORINTHIANS,3,3,MARÍLIA
04-04-93,CORINTHIANS,0,2,SÃO PAULO
07-04-93,CORINTHIANS,2,0,ITUANO
10-04-93,CORINTHIANS,1,2,BRAGANTINO
14-04-93,CORINTHIANS,2,2,PONTE PRETA
17-04-93,CORINTHIANS,1,0,GUARANI
21-04-93,CORINTHIANS,1,1,PORTUGUESA
24-04-93,CORINTHIANS,4,1,NOROESTE
29-04-93,CORINTHIANS,3,1,XV DE PIRACICABA
02-05-93,CORINTHIANS,3,0,PALMEIRAS
05-05-93,CORINTHIANS,2,0,JUVENTUS
09-05-93,CORINTHIANS,2,2,MOGI MIRIM
16-05-93,CORINTHIANS,2,1,SANTOS
19-05-93,CORINTHIANS,2,0,NOVORIZONTINO (GEN)
23-05-93,CORINTHIANS,0,2,SÃO PAULO
27-05-93,CORINTHIANS,0,0,SANTOS
30-05-93,CORINTHIANS,1,0,SÃO PAULO
03-06-93,CORINTHIANS,3,0,NOVORIZONTINO (GEN)
06-06-93,CORINTHIANS,1,0,PALMEIRAS
12-06-93,CORINTHIANS,0,4,PALMEIRAS
23-06-93,CORINTHIANS,2,1,PORTUGUESA
07-07-93,CORINTHIANS,1,0,BOTAFOGO
11-07-93,CORINTHIANS,4,3,VASCO DA GAMA
14-07-93,CORINTHIANS,2,0,PORTUGUESA
24-07-93,CORINTHIANS,2,2,BOTAFOGO
28-07-93,CORINTHIANS,4,3,VASCO DA GAMA
04-08-93,CORINTHIANS,0,2,PALMEIRAS
07-08-93,CORINTHIANS,0,0,PALMEIRAS
10-08-93,CORINTHIANS,0,0,MOGI MIRIM
14-08-93,CORINTHIANS,0,1,MOGI MIRIM
26-08-93,CORINTHIANS,2,1,CALDENSE
07-09-93,CORINTHIANS,2,0,CRUZEIRO
12-09-93,CORINTHIANS,1,1,SÃO PAULO
20-09-93,CORINTHIANS,1,0,BOTAFOGO
25-09-93,CORINTHIANS,0,0,BRAGANTINO
30-09-93,CORINTHIANS,3,1,BAHIA
03-10-93,CORINTHIANS,1,0,FLAMENGO
09-10-93,CORINTHIANS,2,0,INTERNACIONAL
12-10-93,CORINTHIANS,5,1,BAHIA
16-10-93,CORINTHIANS,1,0,SÃO PAULO
25-10-93,CORINTHIANS,1,1,INTERNACIONAL
31-10-93,CORINTHIANS,5,1,BOTAFOGO
07-11-93,CORINTHIANS,2,1,BRAGANTINO
10-11-93,CORINTHIANS,2,1,CRUZEIRO
14-11-93,CORINTHIANS,1,1,FLAMENGO
20-11-93,CORINTHIANS,3,2,SANTOS
24-11-93,CORINTHIANS,1,2,VITÓRIA
28-11-93,CORINTHIANS,1,1,FLAMENGO
01-12-93,CORINTHIANS,2,2,FLAMENGO
05-12-93,CORINTHIANS,2,2,VITÓRIA
08-12-93,CORINTHIANS,2,1,SANTOS
19-01-94,CORINTHIANS,1,0,COMERCIAL (RIBEIRÃO PRETO)
23-01-94,CORINTHIANS,3,1,PORTUGUESA
27-01-94,CORINTHIANS,0,0,AMÉRICA (RIO PRETO)
30-01-94,CORINTHIANS,3,0,RIO BRANCO
02-02-94,CORINTHIANS,0,4,GUARANI
06-02-94,CORINTHIANS,1,1,NOVORIZONTINO (GEN)
10-02-94,CORINTHIANS,2,1,FERROVIÁRIA (ARARAQUARA)
12-02-94,CORINTHIANS,3,1,PONTE PRETA
16-02-94,CORINTHIANS,3,2,MOGI MIRIM
18-02-94,CORINTHIANS,0,0,ITUANO
20-02-94,CORINTHIANS,4,0,SANTOS
23-02-94,CORINTHIANS,4,1,SANTO ANDRÉ
27-02-94,CORINTHIANS,2,0,YOKOHAMA FLÜGELS
02-03-94,CORINTHIANS,7,4,BELMARE HIRATSUKA
06-03-94,CORINTHIANS,2,2,SÃO PAULO
10-03-94,CORINTHIANS,2,2,BRAGANTINO
13-03-94,CORINTHIANS,1,0,PALMEIRAS
16-03-94,CORINTHIANS,1,0,UNIÃO SÃO JOÃO
20-03-94,CORINTHIANS,1,0,PORTUGUESA
24-03-94,CORINTHIANS,3,0,UNIÃO SÃO JOÃO
27-03-94,CORINTHIANS,1,1,SANTO ANDRÉ
29-03-94,CORINTHIANS,1,0,CRB
02-04-94,CORINTHIANS,1,1,AMÉRICA (RIO PRETO)
05-04-94,CORINTHIANS,3,1,CRB
09-04-94,CORINTHIANS,4,0,PONTE PRETA
13-04-94,CORINTHIANS,2,2,MOGI MIRIM
16-04-94,CORINTHIANS,0,1,NOVORIZONTINO (GEN)
19-04-94,CORINTHIANS,0,2,GRÊMIO
21-04-94,CORINTHIANS,1,2,RIO BRANCO
24-04-94,CORINTHIANS,3,4,SANTOS
28-04-94,CORINTHIANS,3,1,BRAGANTINO
30-04-94,CORINTHIANS,3,2,ITUANO
05-05-94,CORINTHIANS,3,1,GUARANI
08-05-94,CORINTHIANS,1,1,SÃO PAULO
11-05-94,CORINTHIANS,4,1,FERROVIÁRIA (ARARAQUARA)
15-05-94,CORINTHIANS,1,2,PALMEIRAS
28-05-94,CORINTHIANS,2,2,GRÊMIO
11-06-94,CORINTHIANS,0,0,SÃO PAULO
19-07-94,CORINTHIANS,3,0,ARAÇATUBA
21-07-94,CORINTHIANS,4,1,SÃO PAULO
23-07-94,CORINTHIANS,1,0,NOVORIZONTINO (GEN)
25-07-94,CORINTHIANS,4,0,ARAÇATUBA
31-07-94,CORINTHIANS,2,0,SÃO PAULO
03-08-94,CORINTHIANS,1,3,NOVORIZONTINO (GEN)
09-08-94,CORINTHIANS,6,3,SANTOS
11-08-94,CORINTHIANS,1,1,SANTOS
13-08-94,CORINTHIANS,1,1,CRICIÚMA
17-08-94,CORINTHIANS,1,1,SPORT
21-08-94,CORINTHIANS,2,2,GRÊMIO
24-08-94,CORINTHIANS,1,0,BRAGANTINO
28-08-94,CORINTHIANS,2,5,FLAMENGO
31-08-94,CORINTHIANS,6,1,BRAGANTINO
03-09-94,CORINTHIANS,1,0,FLAMENGO
10-09-94,CORINTHIANS,1,0,GRÊMIO
18-09-94,CORINTHIANS,0,2,SPORT
25-09-94,CORINTHIANS,3,2,CRICIÚMA
01-10-94,CORINTHIANS,3,1,FLUMINENSE
09-10-94,CORINTHIANS,3,0,GRÊMIO
12-10-94,CORINTHIANS,1,2,GUARANI
15-10-94,CORINTHIANS,2,1,VASCO DA GAMA
23-10-94,CORINTHIANS,2,1,PORTUGUESA
26-10-94,CORINTHIANS,0,0,INTERNACIONAL
29-10-94,CORINTHIANS,2,1,PAYSANDU
